LeaderID,EducationDateString_2022,EducationSchoolString_2022,EducationMajorString_2022,EducationGraduationStatus_2022,MOUID_2015,Name_2015,EducationString_2015,SchoolYear_2015,SchoolName_2015,SchoolLevel_2015,SchoolRegion_2015,SchoolStringConcat_2015
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",1947,만경대혁명학원,특수학교,북한,1947_만경대혁명학원_특수학교_북한
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,연도미상 루마니아 유학,,,,루마니아,year_name_level_루마니아
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
현철해,1947.01 ~ 1950.06,만경대혁명학원,,미상,422,현철해,"1947. 1 만경대혁명학원, 김일성종합대, 루마니아공학대 졸업",,루마니아공학대학교,대학교,루마니아,year_루마니아공학대학교_대학교_루마니아
홍서헌,연도미상,김책공업종합대학,,미상,,,,,,,,
홍석형,1948,모스크바대학교,경제학과,미상,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",1948,만경대혁명학원,대학교,북한,1948_만경대혁명학원_대학교_북한
홍석형,1948,모스크바대학교,경제학과,미상,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
홍석형,1948,만경대혁명학원,,졸업,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",1948,만경대혁명학원,대학교,북한,1948_만경대혁명학원_대학교_북한
홍석형,1948,만경대혁명학원,,졸업,402,홍석형,"1948. 월북, 만경대혁명학원, 모스크바대 경제학과 졸업",,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
홍선옥,연도미상,김일성종합대학,,미상,451,홍선옥,"연도미상 김일성종합대학, 국제관계대학 졸업",,군제관계대학교,대학교,북한,year_군제관계대학교_대학교_북한
홍선옥,연도미상,김일성종합대학,,미상,451,홍선옥,"연도미상 김일성종합대학, 국제관계대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
홍선옥,연도미상,국제관계대학,,졸업,451,홍선옥,"연도미상 김일성종합대학, 국제관계대학 졸업",,군제관계대학교,대학교,북한,year_군제관계대학교_대학교_북한
홍선옥,연도미상,국제관계대학,,졸업,451,홍선옥,"연도미상 김일성종합대학, 국제관계대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
홍성남,연도미상,김일성종합대학,,미상,218,홍성남,"연도미상 김일성종합대학, 체코 프라하공대(기계공학 전공)",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
홍성남,연도미상,김일성종합대학,,미상,218,홍성남,"연도미상 김일성종합대학, 체코 프라하공대(기계공학 전공)",,프라하공대,대학교,체코,year_프라하공대_대학교_체코
홍성남,연도미상,체코프라하공대,기계공학과,미상,218,홍성남,"연도미상 김일성종합대학, 체코 프라하공대(기계공학 전공)",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
홍성남,연도미상,체코프라하공대,기계공학과,미상,218,홍성남,"연도미상 김일성종합대학, 체코 프라하공대(기계공학 전공)",,프라하공대,대학교,체코,year_프라하공대_대학교_체코
홍일천,연도미상,김일성종합대학,경제학부,미상,641,홍일천,연도미상 김일성종합대학 경제학부,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
황봉영,연도미상,평양사범대학,,미상,642,황봉영,연도미상 평양사범대학 졸업,,평양사범대학교,대학교,북한,year_평양사범대학교_대학교_북한
심상진,,,,,118,심상진,"연도미상 김일성사범대학 졸업, 불교학원 졸업",,김일성사범대학교,대학교,북한,year_김일성사범대학교_대학교_북한
김기선,,,,,135,김기선,연도미상 김일성정치대학 졸업,,김일성정치대학교,대학교,북한,year_김일성정치대학교_대학교_북한
길재경,,,,,137,길재경,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최승철,,,,,181,최승철,1977.~83. 김일성종합대학 경제학부 정치경제학과,1977,김일성종합대학교,대학교,북한,1977_김일성종합대학교_대학교_북한
오익제,,,,,208,오익제,"연도미상 고려대 경영대학원, 국제관계대학 경제학과 졸업",,고려대학교,대학교,한국,year_고려대학교_대학교_한국
오익제,,,,,208,오익제,"연도미상 고려대 경영대학원, 국제관계대학 경제학과 졸업",,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
허혁필,,,,,219,허혁필,연도미상 김일성종합대학 외문학부 러시아어 전공,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최춘황,,,,,220,최춘황,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
강명철,,,,,,1948_name_특수학교_,,,,,,
강봉훈,,,,,,1948_name_특수학교_,,,,,,
강수린,,,,,,1948_name_특수학교_,,,,,,
강순남,,,,,,1948_name_특수학교_,,,,,,
강영수,,,,,,1948_name_특수학교_,,,,,,
강영철,,,,,,1948_name_특수학교_,,,,,,
강윤석,,,,,,1948_name_특수학교_,,,,,,
강표영,,,,,,1948_name_특수학교_,,,,,,
강하국,,,,,,1948_name_특수학교_,,,,,,
강형봉,,,,,,1948_name_특수학교_,,,,,,
계명철,,,,,,1948_name_특수학교_,,,,,,
고길선,,,,,,1948_name_특수학교_,,,,,,
고인호,,,,,,1948_name_특수학교_,,,,,,
고정범,,,,,,1948_name_특수학교_,,,,,,
고철만,,,,,,1948_name_특수학교_,,,,,,
곽창식,,,,,,1948_name_특수학교_,,,,,,
권성호,,,,,,1948_name_특수학교_,,,,,,
권영진,,,,,,1948_name_특수학교_,,,,,,
기광호,,,,,,1948_name_특수학교_,,,,,,
김경남,,,,,,1948_name_특수학교_,,,,,,
김경준,,,,,,1948_name_특수학교_,,,,,,
김광철a,,,,,,1948_name_특수학교_,,,,,,
김광철b,,,,,,1948_name_특수학교_,,,,,,
김광혁,,,,,,1948_name_특수학교_,,,,,,
김금철a,,,,,,1948_name_특수학교_,,,,,,
김금철b,,,,,,1948_name_특수학교_,,,,,,
김능오,,,,,,1948_name_특수학교_,,,,,,
김동선,,,,,,1948_name_특수학교_,,,,,,
김두일,,,,,,1948_name_특수학교_,,,,,,
김락겸,,,,,,1948_name_특수학교_,,,,,,
김만성,,,,,,1948_name_특수학교_,,,,,,
김명길b,,,,,,1948_name_특수학교_,,,,,,
김명남,,,,,,1948_name_특수학교_,,,,,,
김명식,,,,,,1948_name_특수학교_,,,,,,
김명철,,,,,,1948_name_특수학교_,,,,,,
김명훈,,,,,,1948_name_특수학교_,,,,,,
김병호,,,,,,1948_name_특수학교_,,,,,,
김봉영,,,,,,1948_name_특수학교_,,,,,,
김성,,,,,,1948_name_특수학교_,,,,,,
김성룡,,,,,,1948_name_특수학교_,,,,,,
김성일,,,,,,1948_name_특수학교_,,,,,,
김성준,,,,,,1948_name_특수학교_,,,,,,
김성혜,,,,,,1948_name_특수학교_,,,,,,
김성호,,,,,,1948_name_특수학교_,,,,,,
김세복,,,,,,1948_name_특수학교_,,,,,,
김송철,,,,,,1948_name_특수학교_,,,,,,
김수길,,,,,,1948_name_특수학교_,,,,,,
김승찬,,,,,,1948_name_특수학교_,,,,,,
김영녀,,,,,,1948_name_특수학교_,,,,,,
김영식,,,,,,1948_name_특수학교_,,,,,,
김영철b,,,,,,1948_name_특수학교_,,,,,,
김영환,,,,,,1948_name_특수학교_,,,,,,
김영훈a,,,,,,1948_name_특수학교_,,,,,,
김영훈b,,,,,,1948_name_특수학교_,,,,,,
김용걸,,,,,,1948_name_특수학교_,,,,,,
김용광,,,,,,1948_name_특수학교_,,,,,,
김용선,,,,,,1948_name_특수학교_,,,,,,
김용수,,,,,,1948_name_특수학교_,,,,,,
김용연,,,,,,1948_name_특수학교_,,,,,,
김용주,,,,,,1948_name_특수학교_,,,,,,
김용철,,,,,,1948_name_특수학교_,,,,,,
김웅철,,,,,,1948_name_특수학교_,,,,,,
김유일,,,,,,1948_name_특수학교_,,,,,,
김윤혁b,,,,,,1948_name_특수학교_,,,,,,
김일국,,,,,,1948_name_특수학교_,,,,,,
김일철b,,,,,,1948_name_특수학교_,,,,,,
김재룡,,,,,,1948_name_특수학교_,,,,,,
김재성,,,,,,1948_name_특수학교_,,,,,,
김정관,,,,,,1948_name_특수학교_,,,,,,
김정남,,,,,,1948_name_특수학교_,,,,,,
김정순,,,,,,1948_name_특수학교_,,,,,,
김정식,,,,,,1948_name_특수학교_,,,,,,
김조국,,,,,,1948_name_특수학교_,,,,,,
김지선,,,,,,1948_name_특수학교_,,,,,,
김창광,,,,,,1948_name_특수학교_,,,,,,
김창남,,,,,,1948_name_특수학교_,,,,,,
김창도,,,,,,1948_name_특수학교_,,,,,,
김창민,,,,,,1948_name_특수학교_,,,,,,
김창선,,,,,,1948_name_특수학교_,,,,,,
김창엽,,,,,,1948_name_특수학교_,,,,,,
김천균,,,,,,1948_name_특수학교_,,,,,,
김천길,,,,,,1948_name_특수학교_,,,,,,
김철규,,,,,,1948_name_특수학교_,,,,,,
김철삼,,,,,,1948_name_특수학교_,,,,,,
김철수,,,,,,1948_name_특수학교_,,,,,,
김춘섭,,,,,,1948_name_특수학교_,,,,,,
김충걸,,,,,,1948_name_특수학교_,,,,,,
김충성,,,,,,1948_name_특수학교_,,,,,,
김충일,,,,,,1948_name_특수학교_,,,,,,
김혁철,,,,,,1948_name_특수학교_,,,,,,
김형식b,,,,,,1948_name_특수학교_,,,,,,
김호철,,,,,,1948_name_특수학교_,,,,,,
김희숙,,,,,,1948_name_특수학교_,,,,,,
노광철,,,,,,1948_name_특수학교_,,,,,,
량원호,,,,,,1948_name_특수학교_,,,,,,
량정훈,,,,,,1948_name_특수학교_,,,,,,
렴철성,,,,,,1948_name_특수학교_,,,,,,
렴철수,,,,,,1948_name_특수학교_,,,,,,
류영선,,,,,,1948_name_특수학교_,,,,,,
리강선,,,,,,1948_name_특수학교_,,,,,,
리경철,,,,,,1948_name_특수학교_,,,,,,
리광철,,,,,,1948_name_특수학교_,,,,,,
리국철,,,,,,1948_name_특수학교_,,,,,,
리길성,,,,,,1948_name_특수학교_,,,,,,
리두성,,,,,,1948_name_특수학교_,,,,,,
리득남,,,,,,1948_name_특수학교_,,,,,,
리상원,,,,,,1948_name_특수학교_,,,,,,
리선권,,,,,,1948_name_특수학교_,,,,,,
리설주,,,,,,1948_name_특수학교_,,,,,,
리성국a,,,,,,1948_name_특수학교_,,,,,,
리성국b,,,,,,1948_name_특수학교_,,,,,,
리성학,,,,,,1948_name_특수학교_,,,,,,
리영길,,,,,,1948_name_특수학교_,,,,,,
리영래,,,,,,1948_name_특수학교_,,,,,,
리영용,,,,,,1948_name_특수학교_,,,,,,
리영익,,,,,,1948_name_특수학교_,,,,,,
리용주,,,,,,1948_name_특수학교_,,,,,,
리재남,,,,,,1948_name_특수학교_,,,,,,
리정남,,,,,,1948_name_특수학교_,,,,,,
리종무,,,,,,1948_name_특수학교_,,,,,,
리종식,,,,,,1948_name_특수학교_,,,,,,
리철산,,,,,,1948_name_특수학교_,,,,,,
리철진,,,,,,1948_name_특수학교_,,,,,,
리춘삼,,,,,,1948_name_특수학교_,,,,,,
리충길,,,,,,1948_name_특수학교_,,,,,,
리태섭,,,,,,1948_name_특수학교_,,,,,,
리태일,,,,,,1948_name_특수학교_,,,,,,
리택건,,,,,,1948_name_특수학교_,,,,,,
리학철,,,,,,1948_name_특수학교_,,,,,,
리혁권,,,,,,1948_name_특수학교_,,,,,,
리현,,,,,,1948_name_특수학교_,,,,,,
리형근,,,,,,1948_name_특수학교_,,,,,,
리혜정,,,,,,1948_name_특수학교_,,,,,,
리호림,,,,,,1948_name_특수학교_,,,,,,
리히용,,,,,,1948_name_특수학교_,,,,,,
림광일,,,,,,1948_name_특수학교_,,,,,,
림준길,,,,,,1948_name_특수학교_,,,,,,
마종선,,,,,,1948_name_특수학교_,,,,,,
문철,,,,,,1948_name_특수학교_,,,,,,
박광식,,,,,,1948_name_특수학교_,,,,,,
박광웅,,,,,,1948_name_특수학교_,,,,,,
박광호,,,,,,1948_name_특수학교_,,,,,,
박금희,,,,,,1948_name_특수학교_,,,,,,
박만호,,,,,,1948_name_특수학교_,,,,,,
박명순,,,,,,1948_name_특수학교_,,,,,,
박명철b,,,,,,1948_name_특수학교_,,,,,,
박성철b,,,,,,1948_name_특수학교_,,,,,,
박수일,,,,,,1948_name_특수학교_,,,,,,
박영식,,,,,,1948_name_특수학교_,,,,,,
박영호,,,,,,1948_name_특수학교_,,,,,,
박인철,,,,,,1948_name_특수학교_,,,,,,
박정근,,,,,,1948_name_특수학교_,,,,,,
박정남,,,,,,1948_name_특수학교_,,,,,,
박정천,,,,,,1948_name_특수학교_,,,,,,
박지민,,,,,,1948_name_특수학교_,,,,,,
박창호,,,,,,1948_name_특수학교_,,,,,,
박철민,,,,,,1948_name_특수학교_,,,,,,
박춘남,,,,,,1948_name_특수학교_,,,,,,
박태성,,,,,,1948_name_특수학교_,,,,,,
박혁철,,,,,,1948_name_특수학교_,,,,,,
박형렬,,,,,,1948_name_특수학교_,,,,,,
박훈,,,,,,1948_name_특수학교_,,,,,,
서종진,,,,,,1948_name_특수학교_,,,,,,
서창룡,,,,,,1948_name_특수학교_,,,,,,
서호원,,,,,,1948_name_특수학교_,,,,,,
서홍찬,,,,,,1948_name_특수학교_,,,,,,
손광호,,,,,,1948_name_특수학교_,,,,,,
손영훈,,,,,,1948_name_특수학교_,,,,,,
손철주,,,,,,1948_name_특수학교_,,,,,,
송승철,,,,,,1948_name_특수학교_,,,,,,
송춘섭,,,,,,1948_name_특수학교_,,,,,,
승정규,,,,,,1948_name_특수학교_,,,,,,
신룡만,,,,,,1948_name_특수학교_,,,,,,
신만균,,,,,,1948_name_특수학교_,,,,,,
신영철,,,,,,1948_name_특수학교_,,,,,,
신창일,,,,,,1948_name_특수학교_,,,,,,
심국룡,,,,,,1948_name_특수학교_,,,,,,
심영학,,,,,,1948_name_특수학교_,,,,,,
안금철,,,,,,1948_name_특수학교_,,,,,,
안지용,,,,,,1948_name_특수학교_,,,,,,
양승호,,,,,,1948_name_특수학교_,,,,,,
엄정철,,,,,,1948_name_특수학교_,,,,,,
오경룡,,,,,,1948_name_특수학교_,,,,,,
오경석,,,,,,1948_name_특수학교_,,,,,,
오동일,,,,,,1948_name_특수학교_,,,,,,
오춘복,,,,,,1948_name_특수학교_,,,,,,
왕창욱,,,,,,1948_name_특수학교_,,,,,,
우상철,,,,,,1948_name_특수학교_,,,,,,
원길우,,,,,,1948_name_특수학교_,,,,,,
위성일,,,,,,1948_name_특수학교_,,,,,,
유진,,,,,,1948_name_특수학교_,,,,,,
유철우,,,,,,1948_name_특수학교_,,,,,,
윤동현,,,,,,1948_name_특수학교_,,,,,,
윤영식,,,,,,1948_name_특수학교_,,,,,,
윤정호,,,,,,1948_name_특수학교_,,,,,,
이동석,,,,,,1948_name_특수학교_,,,,,,
임경재,,,,,,1948_name_특수학교_,,,,,,
임철웅,,,,,,1948_name_특수학교_,,,,,,
임출웅,,,,,,1948_name_특수학교_,,,,,,
임훈,,,,,,1948_name_특수학교_,,,,,,
장경일,,,,,,1948_name_특수학교_,,,,,,
장광봉,,,,,,1948_name_특수학교_,,,,,,
장금철,,,,,,1948_name_특수학교_,,,,,,
장기호,,,,,,1948_name_특수학교_,,,,,,
장길룡,,,,,,1948_name_특수학교_,,,,,,
장길성,,,,,,1948_name_특수학교_,,,,,,
장세철,,,,,,1948_name_특수학교_,,,,,,
장영록,,,,,,1948_name_특수학교_,,,,,,
장정남,,,,,,1948_name_특수학교_,,,,,,
장정애,,,,,,1948_name_특수학교_,,,,,,
장정주,,,,,,1948_name_특수학교_,,,,,,
장준상,,,,,,1948_name_특수학교_,,,,,,
장창하,,,,,,1948_name_특수학교_,,,,,,
장춘성,,,,,,1948_name_특수학교_,,,,,,
장춘실,,,,,,1948_name_특수학교_,,,,,,
장혁,,,,,,1948_name_특수학교_,,,,,,
전광호,,,,,,1948_name_특수학교_,,,,,,
전일호,,,,,,1948_name_특수학교_,,,,,,
전태수,,,,,,1948_name_특수학교_,,,,,,
전학철,,,,,,1948_name_특수학교_,,,,,,
전현철,,,,,,1948_name_특수학교_,,,,,,
정경일,,,,,,1948_name_특수학교_,,,,,,
정경택,,,,,,1948_name_특수학교_,,,,,,
정봉석,,,,,,1948_name_특수학교_,,,,,,
정상학,,,,,,1948_name_특수학교_,,,,,,
정승일,,,,,,1948_name_특수학교_,,,,,,
정영국,,,,,,1948_name_특수학교_,,,,,,
정영원,,,,,,1948_name_특수학교_,,,,,,
정인철,,,,,,1948_name_특수학교_,,,,,,
조경철,,,,,,1948_name_특수학교_,,,,,,
조남진,,,,,,1948_name_특수학교_,,,,,,
조석호,,,,,,1948_name_특수학교_,,,,,,
조용원,,,,,,1948_name_특수학교_,,,,,,
조춘룡,,,,,,1948_name_특수학교_,,,,,,
주용일,,,,,,1948_name_특수학교_,,,,,,
주창일,,,,,,1948_name_특수학교_,,,,,,
주철규,,,,,,1948_name_특수학교_,,,,,,
진금송,,,,,,1948_name_특수학교_,,,,,,
차명남,,,,,,1948_name_특수학교_,,,,,,
차희림,,,,,,1948_name_특수학교_,,,,,,
채성학,,,,,,1948_name_특수학교_,,,,,,
채일룡,,,,,,1948_name_특수학교_,,,,,,
최강,,,,,,1948_name_특수학교_,,,,,,
최강일,,,,,,1948_name_특수학교_,,,,,,
최경철,,,,,,1948_name_특수학교_,,,,,,
최권수,,,,,,1948_name_특수학교_,,,,,,
최동명,,,,,,1948_name_특수학교_,,,,,,
최명철,,,,,,1948_name_특수학교_,,,,,,
최상건,,,,,,1948_name_특수학교_,,,,,,
최선희,,,,,,1948_name_특수학교_,,,,,,
최성근,,,,,,1948_name_특수학교_,,,,,,
최승호,,,,,,1948_name_특수학교_,,,,,,
최영일,,,,,,1948_name_특수학교_,,,,,,
최영호a,,,,,,1948_name_특수학교_,,,,,,
최영호b,,,,,,1948_name_특수학교_,,,,,,
최일룡,,,,,,1948_name_특수학교_,,,,,,
최정룡,,,,,,1948_name_특수학교_,,,,,,
최춘식,,,,,,1948_name_특수학교_,,,,,,
최희태,,,,,,1948_name_특수학교_,,,,,,
포희성,,,,,,1948_name_특수학교_,,,,,,
한룡국,,,,,,1948_name_특수학교_,,,,,,
한상준,,,,,,1948_name_특수학교_,,,,,,
한종혁,,,,,,1948_name_특수학교_,,,,,,
한호성,,,,,,1948_name_특수학교_,,,,,,
한효연,,,,,,1948_name_특수학교_,,,,,,
허광욱,,,,,,1948_name_특수학교_,,,,,,
허영률,,,,,,1948_name_특수학교_,,,,,,
허종호,,,,,,1948_name_특수학교_,,,,,,
허철만,,,,,,1948_name_특수학교_,,,,,,
현송월,,,,,,1948_name_특수학교_,,,,,,
홍광순,,,,,,1948_name_특수학교_,,,,,,
홍승무,,,,,,1948_name_특수학교_,,,,,,
홍영칠,,,,,,1948_name_특수학교_,,,,,,
황민,,,,,,1948_name_특수학교_,,,,,,
황철식,,,,,,1948_name_특수학교_,,,,,,
이광호,,,,,317,이광호,연도미상 평성이과대학 졸업,,평성이과대학교,대학교,북한,year_평성이과대학교_대학교_북한
정창렬,,,,,325,정창렬,"연도미상 평양건설건재대학 졸업, 소련유학",,,,러시아,year_name_level_러시아
정창렬,,,,,325,정창렬,"연도미상 평양건설건재대학 졸업, 소련유학",,평양건설건재대학교,대학교,북한,year_평양건설건재대학교_대학교_북한
전진수,,,,,338,전진수,"연도미상 만경대혁명학원, 소련군사대학 졸업",,만경대혁명학원,특수학교,북한,year_만경대혁명학원_특수학교_북한
전진수,,,,,338,전진수,"연도미상 만경대혁명학원, 소련군사대학 졸업",,소련군사대학교,특수학교,러시아,year_소련군사대학교_특수학교_러시아
박남기,,,,,343,박남기,"연도미상 김책공대, 레닌그라드공대, 체코프라하공대 졸업",,김책공업종합대학,대학교,북한,year_김책공업종합대학_대학교_북한
박남기,,,,,343,박남기,"연도미상 김책공대, 레닌그라드공대, 체코프라하공대 졸업",,레닌그라드공대,대학교,러시아,year_레닌그라드공대_대학교_러시아
박남기,,,,,343,박남기,"연도미상 김책공대, 레닌그라드공대, 체코프라하공대 졸업",,체코프라하공대,대학교,체코,year_체코프라하공대_대학교_체코
려원구,,,,,346,려원구,연도미상 모스크바대학,,모스크바대학교,대학교,러시아,year_모스크바대학교_대학교_러시아
정운업,,,,,357,정운업,연도미상 김책공업대학 전기공학과 졸업,,김책공업대학교,대학교,북한,year_김책공업대학교_대학교_북한
신선호,,,,,381,신선호,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
려춘석,,,,,420,려춘석,연도미상 김일성군사종합대학 졸업,,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
박명철a,,,,,424,박명철,연도미상 평양체육대학교,,평양체육대학교,대학교,북한,year_평양체육대학교_대학교_북한
김일본,,,,,484,김일본,연도미상 타쉬켄트 종합대학,,타쉬켄트종합대학교,대학교,우즈베키스탄,year_타쉬켄트종합대학교_대학교_우즈베키스탄
전일춘,,,,,500,전일춘,연도미상 평양남산고급중학교 졸업,,평양남산고급중학교,고등중학교,북한,year_평양남산고급중학교_고등중학교_북한
오일정,,,,,502,오일정,"연도미상 김일성종합대 경제학과, 김일성군사종합대학 졸업",,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
오일정,,,,,502,오일정,"연도미상 김일성종합대 경제학과, 김일성군사종합대학 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
이철리,,,,,519,이철리,"연도미상 김일성종합대학, 국제관계대학 불어과 졸업",,국제관계대학교,대학교,북한,year_국제관계대학교_대학교_북한
이철리,,,,,519,이철리,"연도미상 김일성종합대학, 국제관계대학 불어과 졸업",,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
전재선,,,,,616,전재선,연대미상 김일성군사종합대학 졸업,,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
정하철,,,,,622,정하철,1950. 김일성종합대학 철학과 졸업,1950,김일성종합대학교,대학교,북한,1950_김일성종합대학교_대학교_북한
최영건,,,,,634,최영건,연도미상 김책공업대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
최룡수,,,,,635,최룡수,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
한봉춘,,,,,637,한봉춘,연도미상 김책공업대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
김동운,,,,,651,김동운,연도미상 청진광산금속대학 졸업,,청진광산금속대학교,대학교,중국,year_청진광산금속대학교_대학교_중국
김만길,,,,,652,김만길,연도미상 평양기계대학 졸업,,평양기계대학교,대학교,북한,year_평양기계대학교_대학교_북한
김복신,,,,,655,김복신,1946.～50.김일성종합대학 경제학과 졸업,1946,김일성종합대학교,대학교,북한,1946_김일성종합대학교_대학교_북한
김복신,,,,,655,김복신,1954. 중앙당학교,1954,중앙당학교,특수학교,북한,1954_중앙당학교_특수학교_북한
김성국,,,,,657,김성국,연도미상 김일성종합대학 조선어문학부 졸업,,김일성군사종합대학교,대학교,북한,year_김일성군사종합대학교_대학교_북한
김수학,,,,,658,김수학,연도미상 함흥의과대학,,함흥의과대학교,대학교,북한,year_함흥의과대학교_대학교_북한
김승현,,,,,659,김승현,연도미상 함흥수리대 졸업,,함흥수리대학교,대학교,북한,year_함흥수리대학교_대학교_북한
김완수b,,,,,666,김완수,연도미상 김일성종합대학 정치경제학부 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
김용삼,,,,,667,김용삼,연도미상 평양교통고등학교,,평양교통학교,특수학교,북한,year_평양교통학교_특수학교_북한
김용술,,,,,668,김용술,연도미상 인민경제대학 졸업,,인민경제대학교,대학교,북한,year_인민경제대학교_대학교_북한
김유호,,,,,669,김유호,연도미상 함흥화학공업대학 졸업,,함흥화학공업대학교,대학교,북한,year_함흥화학공업대학교_대학교_북한
김정호,,,,,673,김정호,연도미상 김일성종합대학,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
박동춘,,,,,685,박동춘,연도미상 평양외국어대학 졸업,,평양외국어대학교,대학교,북한,year_평양외국어대학교_대학교_북한
송석환,,,,,701,송석환,연도미상 평양음악대학,,평양음악대학교,대학교,북한,year_평양음악대학교_대학교_북한
송일호,,,,,702,송일호,연도미상 김형직사범대학 졸업,,김형직사범대학교,대학교,북한,year_김형직사범대학교_대학교_북한
오광철,,,,,705,오광철,연도미상 김일성종합대 프랑스어과 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
오길방,,,,,706,오길방,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
우두태,,,,,707,우두태,연도미상 문평제련소 공장대학 야금과,,공장대학,대학교,북한,year_공장대학_대학교_북한
이금범,,,,,711,이금범,연도미상 평양체신대학 전자공학,,평양체신대학교,대학교,북한,year_평양체신대학교_대학교_북한
심철호,,,,,799,심철호,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
조연준,,,,,804,조연준,연도미상 김일성종합대학 졸업,,김일성종합대학교,대학교,북한,year_김일성종합대학교_대학교_북한
